Gene-ID,Gene-Name,ACE1,ACE2,ACE3,ACE4,ACE5
ENSMUSG00000002799,Jag2,3594,95,5162,1770,395
ENSMUSG00000002803,Btbd6,376,158,298,247,288
ENSMUSG00000002804,Nudt14,116,156,176,138,171
ENSMUSG00000002808,Epdr1,357,191,324,298,150
ENSMUSG00000002812,Flii,2327,2680,2286,2031,2770
ENSMUSG00000002814,Top3a,313,218,333,276,292
ENSMUSG00000002820,Atg4d,484,596,428,399,547
ENSMUSG00000002825,Qtrt1,257,339,238,298,267
ENSMUSG00000002831,Plin4,183,62,191,95,29
ENSMUSG00000002833,Hdgfrp2,528,513,642,523,608
ENSMUSG00000002835,Chaf1a,138,146,131,508,799
ENSMUSG00000002844,Adprh,123,156,99,218,178
ENSMUSG00000002845,Tmem39a,595,643,853,914,721
ENSMUSG00000002846,Timmdc1,212,278,378,436,388
ENSMUSG00000002847,Pla1a,15,9,6,30,0
ENSMUSG00000002870,Mcm2,93,290,307,958,1510
ENSMUSG00000002871,Tpra1,261,331,301,240,238
ENSMUSG00000002881,Nab1,1561,2647,1840,2611,3317
ENSMUSG00000002885,Adgre5,387,936,431,1349,1566
ENSMUSG00000002897,Il17ra,892,990,622,675,693
ENSMUSG00000002900,Lamb1,6345,1117,11474,5984,3239
ENSMUSG00000002908,Kcnn1,56,27,27,0,15
ENSMUSG00000002910,Arrdc2,227,189,110,102,100
ENSMUSG00000002930,Ppp1r17,4,7,0,0,0
ENSMUSG00000002944,Cd36,2806,912,940,3133,569
ENSMUSG00000002948,Map2k7,707,1049,791,755,895
ENSMUSG00000002949,Timm44,528,567,443,711,650
ENSMUSG00000002957,Ap2a2,1320,1277,2182,1879,2323
ENSMUSG00000002963,Pnkp,134,206,197,225,203
ENSMUSG00000002968,Med25,1227,1560,1463,1422,1431
ENSMUSG00000002980,Bcam,4315,2137,5887,3380,2063
ENSMUSG00000002981,Clptm1,1651,2635,1798,2241,2656
ENSMUSG00000002983,Relb,759,1505,651,820,753
ENSMUSG00000002984,Tomm40,313,401,307,573,664
ENSMUSG00000002985,Apoe,23987,1486,24704,11829,3576
ENSMUSG00000002992,Apoc2,0,0,6,0,0
ENSMUSG00000002996,Hbp1,3877,5491,4042,4584,6335
ENSMUSG00000002997,Prkar2b,246,1763,494,827,881
ENSMUSG00000003031,Cdkn1b,1829,1519,1674,1574,1715
ENSMUSG00000003032,Klf4,12886,9936,8054,6208,5639
ENSMUSG00000003033,Ap1m1,354,239,506,450,469
ENSMUSG00000003037,Rab8a,539,735,684,747,860
ENSMUSG00000003038,Hmgn2,528,341,455,980,945
ENSMUSG00000003039,Fam32a,643,985,966,987,1328
ENSMUSG00000003051,Elf3,1223,3054,598,1038,1289
ENSMUSG00000003053,Cyp2c29,0,0,0,0,0
ENSMUSG00000003062,Stard3nl,242,232,307,356,249
ENSMUSG00000003068,Stk11,2308,2360,1629,1625,2078
ENSMUSG00000003070,Efna2,82,50,173,80,100
ENSMUSG00000003072,Atp5d,1320,1829,1460,1835,2241
ENSMUSG00000003099,Ppp5c,692,994,868,1400,1343
ENSMUSG00000003119,Cdk12,3576,3739,2827,2495,3367
ENSMUSG00000003123,Lipe,361,1375,351,639,558
ENSMUSG00000003131,Pafah1b2,1398,1574,1751,1770,2042
ENSMUSG00000003134,Tbc1d8,707,1340,405,827,831
ENSMUSG00000003135,Cnot11,599,538,672,776,778
ENSMUSG00000003153,Slc2a3,257,37,164,51,8
ENSMUSG00000003154,Foxj2,930,1018,1323,798,902
ENSMUSG00000003161,Sri,788,1277,711,1045,1069
ENSMUSG00000003166,Dgcr2,1290,1909,1837,1538,2319
ENSMUSG00000003184,Irf3,499,417,485,443,427
ENSMUSG00000003190,Bcl2l12,101,136,179,95,231
ENSMUSG00000003198,Zfp959,175,245,110,153,203
ENSMUSG00000003199,Mpnd,391,526,470,544,590
ENSMUSG00000003200,Sh3gl1,629,579,904,798,984
ENSMUSG00000003206,Ebi3,0,3,3,15,0
ENSMUSG00000003208,Ccdc94,123,202,131,160,206
ENSMUSG00000003226,Ranbp2,11236,11216,9341,7637,11100
ENSMUSG00000003227,Edar,205,17,518,312,114
ENSMUSG00000003228,Grk5,420,247,372,334,309
ENSMUSG00000003233,Dvl3,952,901,1353,1038,1005
ENSMUSG00000003234,Abcf3,458,458,467,407,618
ENSMUSG00000003235,Eif2b5,703,799,833,842,1385
ENSMUSG00000003269,Cyth2,1175,1449,830,987,1030
ENSMUSG00000003271,Sult2b1,38,243,27,109,157
ENSMUSG00000003273,Car11,19,7,33,8,4
ENSMUSG00000003279,Dlgap1,290,117,116,88,114
ENSMUSG00000003282,Plag1,60,33,66,30,54
ENSMUSG00000003283,Hck,15,13,12,51,29
ENSMUSG00000003299,Mrpl4,394,438,446,631,661
ENSMUSG00000003308,Keap1,517,534,714,508,675
ENSMUSG00000003309,Ap1m2,368,977,574,842,1009
ENSMUSG00000003316,Glg1,7523,10287,9130,7035,7635
ENSMUSG00000003341,Atp8b3,23,11,3,8,8
ENSMUSG00000003344,Btbd2,502,825,812,544,870
ENSMUSG00000003345,Csnk1g2,1223,1734,1685,1531,1829
ENSMUSG00000003346,Abhd17a,361,384,494,399,451
ENSMUSG00000003348,Mob3a,472,897,526,624,583
ENSMUSG00000003352,Cacnb3,454,946,931,747,881
ENSMUSG00000003354,Ccdc65,23,23,63,44,40
ENSMUSG00000003355,Fkbp11,183,58,125,88,86
ENSMUSG00000003360,Ddx23,1870,1962,1742,1843,2408
ENSMUSG00000003363,Pld3,1275,1299,1882,1451,1275
ENSMUSG00000003378,Grik5,283,524,304,146,267
ENSMUSG00000003379,Cd79a,30,23,15,15,4
ENSMUSG00000003380,Rabac1,1186,842,862,653,462
ENSMUSG00000003382,Etv3,1201,1714,1216,1132,1513
ENSMUSG00000003402,Prkcsh,1283,1671,1495,1835,2333
ENSMUSG00000003410,Elavl3,19,31,15,30,18
ENSMUSG00000003411,Rab3b,4,19,0,0,11
ENSMUSG00000003418,St8sia6,346,97,1073,726,1613
ENSMUSG00000003420,Fcgrt,859,639,526,523,267
ENSMUSG00000003421,Nosip,331,337,369,436,551
ENSMUSG00000003423,Pih1d1,357,296,399,537,526
ENSMUSG00000003429,Rps11,5720,3850,4613,5309,5781
ENSMUSG00000003435,Supt5,2773,3515,2654,2662,3693
ENSMUSG00000003436,Dll3,4,5,0,0,8
ENSMUSG00000003437,Paf1,1829,969,1302,1016,1002
ENSMUSG00000003438,Timm50,316,310,274,428,746
ENSMUSG00000003444,Med29,131,142,220,153,206
ENSMUSG00000003452,Bicd1,469,362,506,392,288
ENSMUSG00000003458,Ncstn,1476,2666,1769,1821,2411
ENSMUSG00000003464,Pex19,577,924,672,740,1037
ENSMUSG00000003469,Phyhip,205,15,417,88,32
ENSMUSG00000003476,Crhr2,4,0,3,15,0
ENSMUSG00000003477,Inmt,4,3,0,0,0
ENSMUSG00000003484,Cyp4f18,0,0,15,15,0
ENSMUSG00000003500,Impdh1,365,518,464,443,721
ENSMUSG00000003505,Psg18,0,0,0,15,0
ENSMUSG00000003518,Dusp3,785,1351,812,740,675
ENSMUSG00000003526,Prodh,186,249,116,131,221
ENSMUSG00000003527,Dgcr14,313,273,310,312,317
ENSMUSG00000003528,Slc25a1,357,507,521,552,668
ENSMUSG00000003531,Dgcr6,168,136,167,153,160
ENSMUSG00000003534,Ddr1,2245,2299,2693,1814,2525
ENSMUSG00000003541,Ier3,9035,6721,6963,5142,3565
ENSMUSG00000003545,Fosb,62873,60920,39168,32679,25850
ENSMUSG00000003546,Klc4,394,524,372,283,402
ENSMUSG00000003549,Ercc1,402,388,318,349,285
ENSMUSG00000003555,Cyp17a1,15,17,6,0,4
ENSMUSG00000003559,As3mt,227,189,179,153,132
ENSMUSG00000003573,Homer3,432,241,482,515,565
ENSMUSG00000003575,Crtc1,420,450,437,320,466
ENSMUSG00000003581,Rnf215,283,228,280,276,192
ENSMUSG00000003585,Sec14l2,313,713,232,196,427
ENSMUSG00000003604,Aven,186,181,197,262,192
ENSMUSG00000003617,Cp,19687,9821,4666,2945,3931
ENSMUSG00000003623,Crot,614,411,830,675,810
ENSMUSG00000003644,Rps6ka1,1034,881,1308,1233,1680
ENSMUSG00000003657,Calb2,0,0,0,0,0
ENSMUSG00000003660,Snrnp200,4624,4804,4699,4301,5976
ENSMUSG00000003662,Ciao1,461,378,506,450,512
ENSMUSG00000003665,Has1,328,169,110,175,96
ENSMUSG00000003680,Taf6l,398,409,414,508,519
ENSMUSG00000003721,Insig2,714,844,696,581,711
ENSMUSG00000003731,Kpna6,1115,1264,1552,1277,1787
ENSMUSG00000003746,Man1a,5341,2295,6824,3373,2032
ENSMUSG00000003752,Itpkc,1799,3279,1359,2336,2894
ENSMUSG00000003762,Coq8b,372,378,286,283,320
ENSMUSG00000003778,Brd8,1290,1677,1246,1494,2017
ENSMUSG00000003779,Kif20a,235,232,304,1081,1417
ENSMUSG00000003808,Farsa,458,487,497,581,778
ENSMUSG00000003809,Gcdh,223,292,268,312,395
ENSMUSG00000003810,Mast2,1227,1833,1436,1146,1460
ENSMUSG00000003812,Dnase2a,238,358,259,276,341
ENSMUSG00000003813,Rad23a,1543,1223,1154,1081,1424
ENSMUSG00000003814,Calr,9749,10722,9124,11067,11093
ENSMUSG00000003824,Syce2,56,52,81,160,167
ENSMUSG00000003847,Nfat5,14462,10568,11772,8072,9960
ENSMUSG00000003848,Nob1,380,251,363,392,462
ENSMUSG00000003849,Nqo1,361,583,339,544,636
ENSMUSG00000003863,Ppfia3,93,33,69,37,82
ENSMUSG00000003865,Gys1,476,438,687,675,540
ENSMUSG00000003868,Ruvbl2,952,540,1029,1284,1314
ENSMUSG00000003872,Lin7b,19,7,24,22,22
ENSMUSG00000003873,Bax,205,167,289,298,412
ENSMUSG00000003882,Il7r,45,17,36,80,25
ENSMUSG00000003923,Tfam,487,436,553,631,608
ENSMUSG00000003929,Zfp81,339,355,544,291,483
ENSMUSG00000003934,Efnb3,131,5,158,44,32
ENSMUSG00000003948,Mmd,551,115,1002,711,327
ENSMUSG00000003949,Hlf,298,355,217,370,192
ENSMUSG00000003955,Fam162a,354,161,354,349,377
ENSMUSG00000003970,Rpl8,10537,7584,8271,8913,9769
ENSMUSG00000003974,Grm3,4,0,3,0,4
ENSMUSG00000003992,Ssbp2,1019,417,1293,494,334
ENSMUSG00000004018,Fancl,320,173,298,385,395
ENSMUSG00000004031,Brinp2,0,7,6,0,0
ENSMUSG00000004032,Gstm5,543,193,604,392,292
ENSMUSG00000004035,Gstm7,12,9,18,51,18
ENSMUSG00000004038,Gstm3,27,7,9,8,0
ENSMUSG00000004040,Stat3,11841,14110,8553,8696,11434
ENSMUSG00000004043,Stat5a,2182,3002,1614,1190,1144
ENSMUSG00000004044,Ptrf,5456,1767,8194,4918,2415
ENSMUSG00000004054,Map3k11,907,1000,868,726,1151
ENSMUSG00000004056,Akt2,807,1088,871,1132,1350
ENSMUSG00000004069,Dnaja3,688,1226,708,842,1162
ENSMUSG00000004070,Hmox2,599,678,491,646,696
ENSMUSG00000004071,Cdip1,1179,994,987,922,934
ENSMUSG00000004085,Zak,7534,3554,8342,5918,6307
ENSMUSG00000004096,Cwc15,688,985,865,1052,1162
ENSMUSG00000004098,Col5a3,38,37,45,117,22
ENSMUSG00000004099,Dnmt1,2048,3554,1784,3438,5880
ENSMUSG00000004100,Ppan,528,282,357,465,388
ENSMUSG00000004105,Angptl2,2104,85,2984,1371,696
ENSMUSG00000004110,Cacna1e,49,23,12,22,11
ENSMUSG00000004113,Cacna1b,8,3,3,8,8
ENSMUSG00000004127,Trmt10a,242,236,241,385,306
ENSMUSG00000004151,Etv1,603,210,324,167,217
ENSMUSG00000004187,Kifc2,131,81,122,66,75
ENSMUSG00000004207,Psap,12692,13683,14381,14382,14779
ENSMUSG00000004221,Ikbkg,484,1552,699,733,1020
ENSMUSG00000004231,Pax2,0,3,0,0,0
ENSMUSG00000004233,Wars2,216,290,214,240,317
ENSMUSG00000004263,Atn1,2688,3238,2945,2336,2887
ENSMUSG00000004264,Phb2,1662,2005,2006,2415,2742
ENSMUSG00000004266,Ptpn6,179,310,223,356,366
ENSMUSG00000004267,Eno2,60,89,33,51,29
ENSMUSG00000004268,Emg1,870,838,800,885,1073
ENSMUSG00000004270,Lpcat3,554,1523,907,1146,1101
ENSMUSG00000004285,Atp6v1f,406,756,360,697,615
ENSMUSG00000004296,Il12b,0,3,3,0,0
ENSMUSG00000004317,Clcn5,238,864,197,559,544
ENSMUSG00000004319,Clcn3,766,3712,645,1698,2422
ENSMUSG00000004328,Hif3a,12,39,3,30,8
ENSMUSG00000004341,Gpx6,0,0,0,0,0
ENSMUSG00000004344,Gpx5,0,0,0,0,0
ENSMUSG00000004347,Pde1c,49,167,27,196,68
ENSMUSG00000004356,Utp20,2022,1464,2081,1698,2983
ENSMUSG00000004359,Spic,0,0,0,8,0
ENSMUSG00000004360,9330159F19Rik,8,7,0,8,0
ENSMUSG00000004364,Cul3,4200,5110,3775,3982,5209
ENSMUSG00000004366,Sst,0,3,0,0,4
ENSMUSG00000004371,Il11,119,35,39,30,8
ENSMUSG00000004383,Large1,826,1699,1082,827,963
ENSMUSG00000004393,Ddx56,402,335,330,472,654
ENSMUSG00000004394,Tmed4,573,918,758,878,831
ENSMUSG00000004415,Col26a1,0,0,0,0,0
ENSMUSG00000004446,Bid,164,419,259,450,562
ENSMUSG00000004451,Ralb,666,1295,803,1255,1417
ENSMUSG00000004455,Ppp1cc,811,653,981,1175,1250
ENSMUSG00000004460,Dnajb11,458,1111,601,943,941
ENSMUSG00000004462,Tbccd1,220,267,235,204,203
ENSMUSG00000004473,Clec11a,45,17,54,95,50
ENSMUSG00000004500,Zfp324,79,109,220,124,157
ENSMUSG00000004508,Gab2,179,731,131,378,409
ENSMUSG00000004530,Coro1c,465,1420,1061,1320,1723
ENSMUSG00000004535,Tax1bp1,8489,8969,9350,9595,11945
ENSMUSG00000004540,Psg17,0,19,0,0,0
ENSMUSG00000004542,Psg19,0,0,0,0,0
ENSMUSG00000004552,Ctse,64,2469,45,298,100
ENSMUSG00000004558,Ndrg2,1108,195,1228,588,178
ENSMUSG00000004561,Mettl17,287,171,262,196,224
ENSMUSG00000004562,Arhgef40,2803,684,3026,1364,1598
ENSMUSG00000004565,Pnpla6,733,591,636,646,640
ENSMUSG00000004567,Mcoln1,402,452,330,370,469
ENSMUSG00000004568,Arhgef18,1138,1361,1448,740,771
ENSMUSG00000004591,Pkn2,3308,3955,3471,3518,4315
ENSMUSG00000004609,Cd33,12,9,15,22,4
ENSMUSG00000004610,Etfb,279,626,393,704,689
ENSMUSG00000004612,Nkg7,4,0,0,15,0
ENSMUSG00000004613,Lim2,0,0,0,0,0
ENSMUSG00000004626,Stxbp2,941,1162,862,1038,1101
ENSMUSG00000004630,Pcp2,23,48,30,66,25
ENSMUSG00000004631,Sgce,60,105,21,80,8
ENSMUSG00000004633,Chn2,79,58,110,117,111
ENSMUSG00000004637,Wwox,316,378,339,327,302
ENSMUSG00000004642,Slbp,2126,1152,1165,784,1375
ENSMUSG00000004651,Tyr,8,3,3,0,0
ENSMUSG00000004654,Ghrhr,0,3,0,8,0
ENSMUSG00000004655,Aqp1,2305,1570,619,3025,437
ENSMUSG00000004661,Arid3b,108,216,78,146,107
ENSMUSG00000004665,Cnn2,2676,429,5192,2619,1059
ENSMUSG00000004667,Polr2e,461,413,497,653,735
ENSMUSG00000004668,Abca13,0,0,3,0,0
ENSMUSG00000004677,Myo9b,2212,1890,2375,1835,2344
ENSMUSG00000004698,Hdac9,19,11,18,37,32
ENSMUSG00000004707,Ly9,8,3,15,66,25
ENSMUSG00000004709,Cd244,0,0,0,0,4
ENSMUSG00000004730,Adgre1,8,5,45,262,32
ENSMUSG00000004748,Mtfp1,12,13,27,0,8
ENSMUSG00000004768,Rab23,365,253,518,233,182
ENSMUSG00000004771,Rab11a,1056,1607,1148,1291,1584
ENSMUSG00000004788,Eif2b2,209,304,348,479,714
ENSMUSG00000004789,Dlst,1253,1527,1626,1683,2110
ENSMUSG00000004791,Pgf,391,13,399,240,217
ENSMUSG00000004798,Ulk2,1517,1306,1932,1001,1172
ENSMUSG00000004814,Ccl24,8,0,0,0,15
ENSMUSG00000004815,Dgkq,502,302,452,421,309
ENSMUSG00000004821,Tmed11,0,0,0,0,0
ENSMUSG00000004837,Grap,34,13,6,22,0
ENSMUSG00000004842,Pou1f1,30,70,18,0,18
ENSMUSG00000004843,Chmp2b,1305,2600,1846,2060,2582
ENSMUSG00000004846,Plod3,1030,747,1044,820,888
ENSMUSG00000004849,Ap1s1,142,261,274,414,405
ENSMUSG00000004864,Mapk13,272,725,354,370,625
ENSMUSG00000004865,Srpk1,1773,2215,1504,1959,2383
ENSMUSG00000004872,Pax3,0,0,3,0,0
ENSMUSG00000004880,Lbr,1290,1221,1115,1538,2028
ENSMUSG00000004885,Crabp2,97,288,66,204,331
ENSMUSG00000004891,Nes,967,294,833,421,711
ENSMUSG00000004892,Bcan,30,7,0,0,4
ENSMUSG00000004894,Hapln2,27,0,3,0,4
ENSMUSG00000004895,Prcc,640,694,892,747,1098
ENSMUSG00000004896,Rrnad1,792,596,657,624,760
ENSMUSG00000004897,Hdgf,1220,1741,1576,2212,3320
ENSMUSG00000004902,Slc25a18,49,64,15,15,43
ENSMUSG00000004929,Thop1,316,444,333,407,696
ENSMUSG00000004931,Apba3,302,362,408,363,444
ENSMUSG00000004933,Matk,27,60,24,66,79
ENSMUSG00000004934,Pias4,380,444,351,428,423
ENSMUSG00000004936,Map2k1,677,819,773,755,661
ENSMUSG00000004937,Sgta,859,1184,984,1183,1382
ENSMUSG00000004939,Nmrk2,38,15,21,8,11
ENSMUSG00000004945,Tmem242,361,226,345,443,238
ENSMUSG00000004947,Dtx2,350,407,283,225,423
ENSMUSG00000004948,Zp3,0,0,0,0,0
ENSMUSG00000004951,Hspb1,2621,1899,2717,2459,2813
ENSMUSG00000004952,Rasa4,276,144,211,378,54
ENSMUSG00000004961,Syt5,12,11,9,8,8
ENSMUSG00000004980,Hnrnpa2b1,13280,10927,9525,11974,14558
ENSMUSG00000004988,Fxyd4,476,282,161,160,118
ENSMUSG00000004994,Ccdc130,119,113,119,73,118
ENSMUSG00000004996,Mri1,157,261,146,146,231
ENSMUSG00000005034,Prkacb,1784,1541,3204,1777,1659
ENSMUSG00000005043,Sgsh,168,282,336,189,242
ENSMUSG00000005045,Chd5,64,11,30,0,18
ENSMUSG00000005054,Cstb,1023,1734,925,1400,1325
ENSMUSG00000005057,Sh2b2,328,175,339,240,178
ENSMUSG00000005069,Pex5,729,786,482,573,757
ENSMUSG00000005078,Jkamp,287,374,357,349,331
ENSMUSG00000005087,Cd44,5323,7788,5587,7499,10376
ENSMUSG00000005089,Slc1a2,101,204,152,138,164
ENSMUSG00000005102,Eif2ak4,1372,1047,1222,1030,1289
ENSMUSG00000005103,Wdr1,4408,6452,5046,6375,7734
ENSMUSG00000005107,Slc2a9,97,93,60,262,459
ENSMUSG00000005124,Wisp1,413,230,188,153,111
ENSMUSG00000005125,Ndrg1,4490,7636,3159,5969,7361
ENSMUSG00000005131,4930550C14Rik,23,5,12,0,0
ENSMUSG00000005142,Man2b1,740,657,705,1067,1176
ENSMUSG00000005148,Klf5,2806,5500,2372,3721,5962
ENSMUSG00000005150,Wdr83,465,388,485,552,682
ENSMUSG00000005161,Prdx2,1342,1330,1359,2198,2181
ENSMUSG00000005198,Polr2a,5133,7634,3876,4707,7155
ENSMUSG00000005202,Shbg,4,3,0,0,0
ENSMUSG00000005204,Senp3,744,873,883,784,1204
ENSMUSG00000005220,Corin,0,7,3,30,8
ENSMUSG00000005225,Plekha8,183,325,265,254,281
ENSMUSG00000005232,G6pc2,0,0,0,0,0
ENSMUSG00000005233,Spc25,8,27,48,247,292
ENSMUSG00000005237,Dnah2,101,15,45,37,11
ENSMUSG00000005251,Ripk4,1610,3224,1483,1458,2056
ENSMUSG00000005262,Ufd1l,733,801,702,704,807
ENSMUSG00000005267,Zfp287,201,93,203,37,47
ENSMUSG00000005268,Prlr,4193,80387,4571,26080,14534
ENSMUSG00000005299,Letm1,777,910,1020,1110,1261
ENSMUSG00000005312,Ubqln1,1933,4133,2497,2981,4336
ENSMUSG00000005320,Fgfr4,23,3,24,15,8
ENSMUSG00000005338,Cadm3,119,136,33,153,29
ENSMUSG00000005339,Fcer1a,0,0,0,0,0
ENSMUSG00000005354,Txn2,450,534,547,893,604
ENSMUSG00000005355,Casp14,0,0,0,0,4
ENSMUSG00000005357,Slc1a6,23,0,3,0,4
ENSMUSG00000005360,Slc1a3,216,3,161,117,68
ENSMUSG00000005362,Crbn,904,825,853,711,895
ENSMUSG00000005364,Il5ra,0,0,0,8,4
ENSMUSG00000005370,Msh6,1030,725,931,1146,1680
ENSMUSG00000005371,Fbxo11,3230,2853,3237,2742,3558
ENSMUSG00000005373,Mlxipl,53,44,45,15,36
ENSMUSG00000005374,Tbl2,287,288,440,370,501
ENSMUSG00000005378,Wbscr22,290,282,321,320,466
ENSMUSG00000005397,Nid1,1684,319,2191,2024,1605
ENSMUSG00000005410,Mcm5,194,158,307,1255,2032
ENSMUSG00000005413,Hmox1,1740,1246,919,885,735
ENSMUSG00000005417,Mprip,6207,12094,5932,6593,7485
ENSMUSG00000005442,Cic,3070,3288,3320,2415,3359
ENSMUSG00000005447,Pafah1b3,231,195,203,254,402
ENSMUSG00000005465,Il27ra,4,7,6,37,0
ENSMUSG00000005469,Prkaca,718,1053,1159,1132,1272
ENSMUSG00000005470,Asf1b,23,17,15,182,164
ENSMUSG00000005474,Myl10,0,0,0,0,0
ENSMUSG00000005481,Ddx39,454,700,431,1030,1272
ENSMUSG00000005483,Dnajb1,4754,2922,3510,3576,3693
ENSMUSG00000005493,Msh4,30,15,12,15,0
ENSMUSG00000005501,Usp40,510,559,604,631,664
ENSMUSG00000005503,Evx1,0,0,0,0,0
ENSMUSG00000005505,Kbtbd4,183,208,191,298,260
ENSMUSG00000005506,Celf1,2305,3431,2913,2894,3573
ENSMUSG00000005510,Ndufs3,409,466,479,740,842
ENSMUSG00000005514,Por,811,1297,737,929,938
ENSMUSG00000005533,Igf1r,6129,3050,5971,3104,2482
ENSMUSG00000005534,Insr,2372,2861,2375,2082,2532
ENSMUSG00000005540,Fcer2a,15,11,3,15,8
ENSMUSG00000005547,Cyp2a5,0,0,0,0,0
ENSMUSG00000005553,Atp4a,19,0,6,8,11
ENSMUSG00000005566,Trim28,3620,3060,3763,4105,5344
ENSMUSG00000005575,Ube2m,558,676,586,893,906
ENSMUSG00000005580,Adcy9,551,493,613,269,317
ENSMUSG00000005583,Mef2c,941,128,1516,740,153
ENSMUSG00000005609,Ctr9,2598,3528,2648,2561,4613
ENSMUSG00000005610,Eif4g2,33475,28680,28835,29234,35600
ENSMUSG00000005611,Mrvi1,1599,44,2532,639,54
ENSMUSG00000005615,Pcyt1a,692,1215,732,1016,1052
ENSMUSG00000005621,Zfp592,1301,1759,1373,885,1524
ENSMUSG00000005625,Psmd4,818,1377,954,1320,1762
ENSMUSG00000005628,Tmod4,45,58,33,0,22
ENSMUSG00000005640,Insrr,0,0,3,0,11
ENSMUSG00000005649,Cabp5,0,0,0,0,0
ENSMUSG00000005656,Snx6,918,1439,1023,1603,1769
ENSMUSG00000005667,Mthfd2,105,210,134,407,256
ENSMUSG00000005672,Kit,1840,11664,399,1552,3661
ENSMUSG00000005674,Tomm40l,153,113,206,211,245
ENSMUSG00000005677,Nr1i3,127,97,170,189,221
ENSMUSG00000005681,Apoa2,4,3,0,0,0
ENSMUSG00000005682,Pan2,736,836,544,581,753
ENSMUSG00000005683,Cs,1495,2857,2318,3511,4361
ENSMUSG00000005686,Ampd3,372,852,399,631,611
ENSMUSG00000005687,Bcas2,774,649,856,1146,1407
ENSMUSG00000005696,Sh2d1a,0,29,6,15,8
ENSMUSG00000005698,Ctcf,1513,1503,1831,1386,1932
ENSMUSG00000005699,Pard6a,45,46,33,73,25
ENSMUSG00000005705,Agrp,15,21,18,8,11
ENSMUSG00000005716,Pvalb,0,0,0,0,0
ENSMUSG00000005718,Tfap4,209,66,206,160,238
ENSMUSG00000005732,Ranbp1,978,1096,1219,2408,2869
ENSMUSG00000005763,Cd247,194,236,223,124,377
ENSMUSG00000005774,Rfx5,394,657,440,559,664
ENSMUSG00000005779,Psmb4,1138,1340,1275,1698,1730
ENSMUSG00000005800,Mmp8,4,0,6,15,4
ENSMUSG00000005802,Slc30a4,2093,2752,2330,2256,2628
ENSMUSG00000005803,Sqrdl,201,776,143,385,313
ENSMUSG00000005804,Bloc1s6,216,481,414,523,501
ENSMUSG00000005813,Metap1,755,1673,990,1458,1897
ENSMUSG00000005823,Gpr108,655,729,693,581,764
ENSMUSG00000005824,Tnfsf14,0,3,6,22,0
ENSMUSG00000005836,Gata6,12,17,6,51,8
ENSMUSG00000005846,Rsl1d1,2011,1689,1914,2285,2767
ENSMUSG00000005864,Cnga2,0,0,0,0,0
ENSMUSG00000005871,Apc,4267,11050,4990,5063,6548
ENSMUSG00000005873,Reep5,2320,1184,2779,2263,2284
ENSMUSG00000005881,Ergic3,1093,877,1061,849,941
ENSMUSG00000005882,Uqcc1,283,358,289,428,522
ENSMUSG00000005883,Spo11,12,7,9,0,8
ENSMUSG00000005886,Ncoa2,3000,4843,3757,2887,3729
ENSMUSG00000005891,Prl4a1,0,0,0,0,0
ENSMUSG00000005892,Trh,8,0,18,8,15
ENSMUSG00000005893,Nr2c2,1744,2221,2057,1560,2152
ENSMUSG00000005897,Nr2c1,510,491,714,537,498
ENSMUSG00000005899,Smpd4,818,832,675,660,892
ENSMUSG00000005907,Pex1,487,661,571,450,611
ENSMUSG00000005917,Otx1,0,9,0,15,0
ENSMUSG00000005936,Kctd20,695,1016,889,784,1119
ENSMUSG00000005947,Itgae,27,29,0,22,18
ENSMUSG00000005949,Ctns,510,700,437,428,427
ENSMUSG00000005950,P2rx5,45,37,42,59,47
ENSMUSG00000005951,Shpk,38,130,51,37,61
ENSMUSG00000005952,Trpv1,4,5,3,0,0
ENSMUSG00000005958,Ephb3,2138,1946,1962,1088,1318
ENSMUSG00000005968,Tuft1,231,1074,143,414,572
ENSMUSG00000005973,Rcn1,751,768,1299,1378,1208
ENSMUSG00000005980,Dnase1,145,78,131,196,164
ENSMUSG00000005981,Trap1,1290,1199,1246,1357,2120
ENSMUSG00000005982,Naa60,525,768,803,791,739
ENSMUSG00000005983,1700037C18Rik,175,314,324,254,277
ENSMUSG00000005986,Ankrd13d,168,241,161,175,185
ENSMUSG00000005994,Tyrp1,0,0,0,0,0
ENSMUSG00000006005,Tpr,7738,7049,8069,7006,9783
ENSMUSG00000006007,Pdc,0,0,0,0,0
ENSMUSG00000006010,BC003331,751,758,776,856,789
ENSMUSG00000006014,Prg4,242,158,179,138,199
ENSMUSG00000006019,Dhx34,283,316,244,167,192
ENSMUSG00000006021,Kptn,220,195,128,196,199
ENSMUSG00000006024,Napa,1424,2299,1359,1610,1655
ENSMUSG00000006050,Sra1,759,868,562,631,743
ENSMUSG00000006056,Calcoco2,0,0,0,0,0
ENSMUSG00000006057,Atp5g1,298,333,307,436,437
ENSMUSG00000006058,Snf8,357,462,283,450,391
ENSMUSG00000006095,Tbcb,290,394,378,559,508
ENSMUSG00000006127,Inpp5k,852,903,645,559,672
ENSMUSG00000006134,Crkl,1049,1131,1379,1038,1375
ENSMUSG00000006143,Upk3bl,0,0,0,15,0
ENSMUSG00000006154,Eps8l1,911,1431,642,639,739
ENSMUSG00000006169,Clint1,3676,4203,4134,3663,5078
ENSMUSG00000006179,Prss16,142,46,122,146,111
ENSMUSG00000006191,Cdkal1,699,651,628,544,696
ENSMUSG00000006200,Rhox6,0,0,0,0,0
